transcript	#geneID
RNA2011	gene979
RNA2013	gene981
RNA2014	gene982
RNA2015	gene983
RNA2016	gene984
RNA2017	gene985
RNA2018	gene985
RNA2019	gene985
RNA2020	gene986
RNA2021	gene987
RNA2022	gene988
RNA2024	gene989
RNA2025	gene990
RNA2028	gene990
RNA2029	gene990
RNA2030	gene991
RNA2031	gene992
RNA2032	gene992
RNA2033	gene992
RNA2035	gene993
RNA2036	gene994
RNA2037	gene994
RNA2038	gene995
RNA2039	gene996
RNA2042	gene997
RNA2045	gene997
RNA2046	gene997
RNA2047	gene998
RNA2048	gene998
RNA2049	gene999
RNA2050	gene999
RNA2051	gene999
RNA2052	gene999
RNA2054	gene1000
RNA2058	gene1001
RNA2059	gene1002
RNA2060	gene1003
RNA2061	gene1004
RNA2062	gene1004
RNA2063	gene1004
RNA2064	gene1005
RNA2067	gene1007
RNA2068	gene1007
RNA2069	gene1007
RNA2070	gene1007
RNA2071	gene1008
RNA2072	gene1009
RNA2073	gene1009
RNA2074	gene1009
RNA2075	gene1009
RNA2076	gene1010
RNA2077	gene1011
RNA2078	gene1012
RNA2081	gene1013
RNA2082	gene1013
RNA2083	gene1014
RNA2087	gene1014
RNA2088	gene1015
RNA2091	gene1016
RNA2092	gene1017
RNA2093	gene1017
RNA2095	gene1018
RNA2096	gene1019
RNA2097	gene1020
RNA2102	gene1022
RNA2098	gene1021
RNA2101	gene1021
RNA2103	gene1023
RNA2104	gene1024
RNA2105	gene1025
RNA2106	gene1026
RNA2107	gene1027
RNA2108	gene1028
RNA2109	gene1029
RNA2110	gene1030
RNA2111	gene1031
RNA2112	gene1032
RNA2117	gene1032
RNA2118	gene1032
RNA2121	gene1033
RNA2122	gene1034
RNA2123	gene1034
RNA2124	gene1035
RNA2125	gene1036
RNA2126	gene1036
RNA2128	gene1038
RNA2129	gene1039
RNA2131	gene1041
RNA2132	gene1042
RNA2133	gene1043
RNA2134	gene1044
RNA2135	gene1045
RNA2136	gene1046
RNA2137	gene1046
RNA2138	gene1047
RNA2140	gene1048
RNA2141	gene1049
RNA2143	gene1051
RNA2146	gene1052
RNA2147	gene1053
RNA2148	gene1054
RNA2149	gene1054
RNA2150	gene1055
RNA2151	gene1056
RNA2152	gene1056
RNA2153	gene1057
RNA2155	gene1058
RNA2156	gene1058
RNA2157	gene1059
RNA2158	gene1060
RNA2159	gene1060
RNA2160	gene1060
RNA2161	gene1060
RNA2162	gene1060
RNA2163	gene1061
RNA2164	gene1061
RNA2165	gene1062
RNA2166	gene1063
RNA2167	gene1064
RNA2168	gene1064
RNA2169	gene1064
RNA2170	gene1065
RNA2172	gene1066
RNA2175	gene1068
RNA2176	gene1068
RNA2177	gene1068
RNA2178	gene1068
RNA2181	gene1069
RNA2182	gene1069
RNA2186	gene1070
RNA2187	gene1071
RNA2188	gene1072
RNA2190	gene1073
RNA2192	gene1075
RNA2196	gene1077
RNA2193	gene1076
RNA2197	gene1078
RNA2200	gene1079
RNA2201	gene1080
RNA2202	gene1080
RNA2203	gene1081
RNA2204	gene1082
RNA2205	gene1083
RNA2206	gene1084
RNA2209	gene1085
RNA2212	gene1085
RNA2213	gene1086
RNA2214	gene1087
RNA2217	gene1088
RNA2218	gene1089
RNA2221	gene1091
RNA2222	gene1091
RNA2223	gene1092
RNA2224	gene1092
RNA2226	gene1094
RNA2234	gene1094
RNA2236	gene1094
RNA2237	gene1095
RNA2238	gene1095
RNA2239	gene1095
RNA2240	gene1096
RNA2241	gene1097
RNA2242	gene1097
RNA2243	gene1097
RNA2244	gene1098
RNA2248	gene1100
RNA2249	gene1100
RNA2245	gene1099
RNA2250	gene1101
RNA2251	gene1102
RNA2252	gene1103
RNA2253	gene1104
RNA2254	gene1105
RNA2255	gene1105
RNA2256	gene1106
RNA2257	gene1106
RNA2258	gene1106
RNA2262	gene1107
RNA2263	gene1108
RNA2265	gene1109
RNA2266	gene1110
RNA2267	gene1111
RNA2268	gene1112
RNA2269	gene1113
RNA2270	gene1113
RNA2271	gene1114
RNA2274	gene1114
RNA2279	gene1115
RNA2280	gene1116
RNA2281	gene1116
RNA2283	gene1117
RNA2284	gene1118
RNA2285	gene1119
RNA2286	gene1120
RNA2287	gene1121
RNA2288	gene1122
RNA2289	gene1123
RNA2291	gene1124
RNA2292	gene1124
RNA2293	gene1125
RNA2294	gene1125
RNA2295	gene1125
RNA2297	gene1126
RNA2298	gene1126
RNA2299	gene1127
RNA2300	gene1128
RNA2301	gene1129
RNA2305	gene1131
RNA2306	gene1132
RNA2307	gene1133
RNA2308	gene1134
RNA2309	gene1135
RNA2310	gene1136
RNA2311	gene1137
RNA2315	gene1138
RNA2319	gene1139
RNA2320	gene1140
RNA2321	gene1141
RNA2322	gene1142
RNA2323	gene1143
RNA2324	gene1143
RNA2325	gene1144
RNA2326	gene1144
RNA2327	gene1145
RNA2328	gene1146
RNA2330	gene1146
RNA2331	gene1147
RNA2333	gene1147
RNA2334	gene1148
RNA2335	gene1148
RNA2336	gene1149
RNA2337	gene1150
RNA2338	gene1151
RNA2339	gene1152
RNA2340	gene1153
RNA2341	gene1154
RNA2342	gene1155
RNA2343	gene1156
RNA2344	gene1156
RNA2345	gene1156
RNA2346	gene1156
RNA2348	gene1156
RNA2356	gene1157
RNA2357	gene1158
RNA2358	gene1158
RNA2359	gene1158
RNA2360	gene1159
RNA2362	gene1161
RNA2363	gene1161
RNA2364	gene1161
RNA2365	gene1162
RNA2366	gene1162
RNA2367	gene1163
RNA2369	gene1163
RNA2370	gene1164
RNA2371	gene1165
RNA2372	gene1166
RNA2373	gene1166
RNA2374	gene1166
RNA2375	gene1166
RNA2377	gene1167
RNA2379	gene1167
RNA2382	gene1167
RNA2383	gene1168
RNA2385	gene1170
RNA2386	gene1170
RNA2387	gene1171
RNA2388	gene1171
RNA2390	gene1171
RNA2391	gene1171
RNA2392	gene1171
RNA2396	gene1172
RNA2397	gene1173
RNA2398	gene1174
RNA2399	gene1175
RNA2400	gene1176
RNA2401	gene1177
RNA2403	gene1177
RNA2404	gene1178
RNA2405	gene1179
RNA2406	gene1180
RNA2411	gene1181
RNA2412	gene1181
RNA2413	gene1182
RNA2414	gene1182
RNA2415	gene1183
RNA2416	gene1183
RNA2417	gene1184
RNA2419	gene1185
RNA2420	gene1186
RNA2421	gene1187
RNA2424	gene1187
RNA2425	gene1187
RNA2427	gene1188
RNA2428	gene1189
RNA2429	gene1190
RNA2430	gene1191
RNA2431	gene1192
RNA2432	gene1193
RNA2433	gene1194
RNA2434	gene1194
RNA2435	gene1195
RNA2436	gene1196
RNA2437	gene1197
RNA2440	gene1199
RNA2441	gene1200
RNA2443	gene1201
RNA2446	gene1202
RNA2447	gene1203
RNA2448	gene1203
RNA2449	gene1204
RNA2450	gene1205
RNA2451	gene1206
RNA2454	gene1208
RNA2455	gene1209
RNA2456	gene1210
RNA2458	gene1212
RNA2460	gene1214
RNA2461	gene1215
RNA2463	gene1217
RNA2464	gene1218
RNA2465	gene1219
RNA2467	gene1219
RNA2468	gene1219
RNA2469	gene1219
RNA2471	gene1219
RNA2472	gene1220
RNA2475	gene1221
RNA2476	gene1221
RNA2477	gene1221
RNA2478	gene1222
RNA2479	gene1222
RNA2480	gene1222
RNA2482	gene1223
RNA2483	gene1224
RNA2484	gene1224
RNA2485	gene1225
RNA2486	gene1226
RNA2487	gene1227
RNA2488	gene1228
RNA2489	gene1229
RNA2490	gene1230
RNA2491	gene1231
RNA2492	gene1231
RNA2493	gene1231
RNA2494	gene1231
RNA2495	gene1231
RNA2496	gene1232
RNA2497	gene1233
RNA2498	gene1233
RNA2499	gene1234
RNA2500	gene1234
RNA2501	gene1235
RNA2502	gene1236
RNA2503	gene1237
RNA2504	gene1238
RNA2505	gene1239
RNA2507	gene1240
RNA2510	gene1242
RNA2511	gene1243
RNA2514	gene1244
RNA2515	gene1244
RNA2519	gene1244
RNA2520	gene1244
RNA2521	gene1245
RNA2522	gene1246
RNA2523	gene1247
RNA2524	gene1247
RNA2525	gene1248
RNA2526	gene1249
RNA2527	gene1249
RNA2528	gene1249
RNA2529	gene1249
RNA2530	gene1249
RNA2533	gene1250
RNA2534	gene1250
RNA2537	gene1250
RNA2538	gene1251
RNA2540	gene1253
RNA2541	gene1254
RNA2542	gene1254
RNA2543	gene1254
RNA2544	gene1255
RNA2545	gene1255
RNA2546	gene1256
RNA2547	gene1257
RNA2548	gene1258
RNA2549	gene1259
RNA2550	gene1260
RNA2551	gene1261
RNA2553	gene1263
RNA2552	gene1262
RNA2555	gene1265
RNA2556	gene1265
RNA2557	gene1265
RNA2558	gene1265
RNA2559	gene1265
RNA2560	gene1265
RNA2561	gene1265
RNA2562	gene1265
RNA2564	gene1266
RNA2566	gene1266
RNA2570	gene1268
RNA2571	gene1269
RNA2572	gene1270
RNA2573	gene1270
RNA2577	gene1270
RNA2581	gene1271
RNA2582	gene1271
RNA2583	gene1272
RNA2584	gene1273
RNA2585	gene1274
RNA2586	gene1275
RNA2589	gene1277
RNA2592	gene1278
RNA2593	gene1279
RNA2595	gene1280
RNA2596	gene1281
RNA2597	gene1282
RNA2598	gene1283
RNA2599	gene1284
RNA2601	gene1285
RNA2602	gene1285
RNA2603	gene1285
RNA2604	gene1285
RNA2605	gene1285
RNA2606	gene1285
RNA2607	gene1286
RNA2608	gene1287
RNA2609	gene1287
RNA2611	gene1288
RNA2614	gene1289
RNA2615	gene1290
RNA2617	gene1290
RNA2618	gene1290
RNA2619	gene1291
RNA2620	gene1292
RNA2621	gene1293
RNA2623	gene1294
RNA2624	gene1295
RNA2625	gene1296
RNA2627	gene1297
RNA2628	gene1297
RNA2629	gene1298
RNA2630	gene1299
RNA2633	gene1299
RNA2634	gene1300
RNA2635	gene1301
RNA2636	gene1301
RNA2637	gene1301
RNA2639	gene1301
RNA2641	gene1302
RNA2642	gene1302
RNA2643	gene1302
RNA2644	gene1302
RNA2645	gene1302
RNA2646	gene1303
RNA2647	gene1304
RNA2648	gene1305
RNA2650	gene1306
RNA2651	gene1307
RNA2652	gene1307
RNA2653	gene1308
RNA2654	gene1309
RNA2656	gene1310
RNA2658	gene1311
RNA2659	gene1312
RNA2660	gene1313
RNA2661	gene1313
RNA2665	gene1315
RNA2666	gene1315
RNA2667	gene1315
RNA2668	gene1315
RNA2669	gene1316
RNA2670	gene1316
RNA2671	gene1317
RNA2672	gene1318
RNA2677	gene1320
RNA2678	gene1320
RNA2679	gene1320
RNA2680	gene1320
RNA2681	gene1321
RNA2682	gene1322
RNA2683	gene1323
RNA2684	gene1323
RNA2685	gene1324
RNA2686	gene1325
RNA2687	gene1325
RNA2688	gene1326
RNA2689	gene1326
RNA2690	gene1327
RNA2691	gene1328
RNA2693	gene1330
RNA2694	gene1331
RNA2695	gene1332
RNA2697	gene1333
RNA2698	gene1334
RNA2699	gene1334
RNA2700	gene1335
RNA2701	gene1335
RNA2702	gene1335
RNA2703	gene1336
RNA2705	gene1338
RNA2706	gene1340
RNA2707	gene1341
RNA2710	gene1343
RNA2712	gene1343
RNA2713	gene1344
RNA2714	gene1345
RNA2715	gene1346
RNA2716	gene1347
RNA2717	gene1348
RNA2718	gene1349
RNA2719	gene1350
RNA2720	gene1350
RNA2721	gene1351
RNA2722	gene1352
RNA2723	gene1352
RNA2726	gene1352
RNA2728	gene1353
RNA2729	gene1353
RNA2732	gene1353
RNA2734	gene1354
RNA2735	gene1355
RNA2736	gene1355
RNA2737	gene1355
RNA2738	gene1356
RNA2739	gene1357
RNA2741	gene1359
RNA2742	gene1360
RNA2743	gene1360
RNA2745	gene1360
RNA2747	gene1360
RNA2748	gene1361
RNA2749	gene1361
RNA2750	gene1362
RNA2751	gene1363
RNA2752	gene1363
RNA2753	gene1364
RNA2754	gene1365
RNA2755	gene1366
RNA2756	gene1367
RNA2757	gene1368
RNA2759	gene1371
RNA2761	gene1371
RNA2769	gene1372
RNA2770	gene1372
RNA2771	gene1372
RNA2772	gene1372
RNA2773	gene1372
RNA2777	gene1373
RNA2778	gene1373
RNA2779	gene1373
RNA2780	gene1373
RNA2781	gene1373
RNA2782	gene1374
RNA2783	gene1374
RNA2784	gene1374
RNA2785	gene1375
RNA2786	gene1375
RNA2787	gene1376
RNA2788	gene1377
RNA2796	gene1379
RNA2789	gene1378
RNA2790	gene1378
RNA2791	gene1378
RNA2792	gene1378
RNA2793	gene1378
RNA2794	gene1378
RNA2795	gene1378
RNA2799	gene1381
RNA2800	gene1382
RNA2802	gene1383
RNA2804	gene1384
RNA2806	gene1386
RNA2807	gene1387
RNA2808	gene1388
RNA2809	gene1389
RNA2810	gene1390
RNA2811	gene1391
RNA2813	gene1392
RNA2814	gene1393
RNA2815	gene1393
RNA2816	gene1393
RNA2817	gene1393
RNA2818	gene1394
RNA2819	gene1394
RNA2820	gene1394
RNA2821	gene1395
RNA2824	gene1396
RNA2825	gene1397
RNA2826	gene1398
RNA2827	gene1399
RNA2828	gene1399
RNA2831	gene1401
RNA2832	gene1401
RNA2833	gene1402
RNA2836	gene1403
RNA2837	gene1403
RNA2838	gene1404
RNA2839	gene1405
RNA2841	gene1406
RNA2842	gene1407
RNA2845	gene1408
RNA2846	gene1409
RNA2847	gene1410
RNA2848	gene1411
RNA2850	gene1411
RNA2852	gene1411
RNA2853	gene1411
RNA2854	gene1411
RNA2858	gene1413
RNA2859	gene1414
RNA2860	gene1414
RNA2861	gene1415
RNA2862	gene1416
RNA2863	gene1417
RNA2867	gene1418
RNA2868	gene1419
RNA2869	gene1420
RNA2870	gene1421
RNA2871	gene1421
RNA2872	gene1421
RNA2873	gene1421
RNA2874	gene1421
RNA2875	gene1422
RNA2876	gene1423
RNA2877	gene1424
RNA2878	gene1425
RNA2881	gene1426
RNA2882	gene1427
RNA2883	gene1428
RNA2884	gene1429
RNA2886	gene1430
RNA2887	gene1431
RNA2888	gene1432
RNA2889	gene1433
RNA2890	gene1434
RNA2892	gene1435
RNA2893	gene1435
RNA2894	gene1435
RNA2895	gene1436
RNA2896	gene1437
RNA2897	gene1437
RNA2898	gene1438
RNA2899	gene1439
RNA2901	gene1441
RNA2904	gene1443
RNA2905	gene1444
RNA2906	gene1445
RNA2909	gene1446
RNA2910	gene1447
RNA2911	gene1448
RNA2912	gene1449
RNA2915	gene1450
RNA2916	gene1450
RNA2919	gene1450
RNA2920	gene1451
RNA2921	gene1452
RNA2923	gene1453
RNA2926	gene1453
RNA2927	gene1453
RNA2928	gene1453
RNA2929	gene1453
RNA2930	gene1453
RNA2931	gene1453
RNA2932	gene1453
RNA2933	gene1453
RNA2934	gene1453
RNA2935	gene1453
RNA2936	gene1453
RNA2937	gene1453
RNA2940	gene1456
RNA2941	gene1457
RNA2942	gene1458
RNA2944	gene1459
RNA2945	gene1460
RNA2946	gene1461
RNA2947	gene1462
RNA2948	gene1463
RNA2949	gene1463
RNA2950	gene1464
RNA2951	gene1465
RNA2953	gene1466
RNA2954	gene1466
RNA2955	gene1467
RNA2956	gene1468
RNA2965	gene1470
RNA2966	gene1470
RNA2958	gene1469
RNA2962	gene1469
RNA2963	gene1469
RNA2968	gene1471
RNA2969	gene1472
RNA2970	gene1472
RNA2971	gene1473
RNA2972	gene1474
RNA2973	gene1474
RNA2974	gene1475
RNA2975	gene1476
RNA2976	gene1476
RNA2977	gene1477
RNA2978	gene1478
RNA2980	gene1480
RNA2981	gene1481
RNA2983	gene1482
RNA2984	gene1483
RNA2985	gene1484
RNA2986	gene1484
RNA2990	gene1487
RNA2991	gene1487
RNA2992	gene1487
RNA2993	gene1487
RNA2994	gene1487
RNA2995	gene1487
RNA2996	gene1487
RNA2997	gene1487
RNA2998	gene1487
RNA2999	gene1488
RNA3000	gene1489
RNA3001	gene1489
RNA3002	gene1490
RNA3003	gene1491
RNA3004	gene1492
RNA3005	gene1493
RNA3006	gene1494
RNA3008	gene1495
RNA3010	gene1497
RNA3011	gene1498
RNA3012	gene1499
RNA3013	gene1500
RNA3014	gene1500
RNA3015	gene1500
RNA3016	gene1500
RNA3018	gene1501
RNA3020	gene1501
RNA3021	gene1501
RNA3022	gene1501
RNA3023	gene1502
RNA3024	gene1503
RNA3025	gene1503
RNA3026	gene1503
RNA3027	gene1503
RNA3028	gene1503
RNA3029	gene1503
RNA3030	gene1503
RNA3031	gene1503
RNA3032	gene1503
RNA3033	gene1503
RNA3034	gene1504
RNA3035	gene1505
RNA3036	gene1506
RNA3038	gene1506
RNA3039	gene1506
RNA3040	gene1507
RNA3041	gene1508
RNA3051	gene1509
RNA3052	gene1510
RNA3053	gene1510
RNA3056	gene1511
RNA3059	gene1512
RNA3060	gene1512
RNA3061	gene1512
RNA3062	gene1513
RNA3063	gene1514
RNA3064	gene1514
RNA3065	gene1515
RNA3067	gene1516
RNA3068	gene1517
RNA3069	gene1518
RNA3070	gene1519
RNA3071	gene1520
RNA3072	gene1521
RNA3073	gene1522
RNA3075	gene1522
RNA3078	gene1523
RNA3079	gene1524
RNA3080	gene1525
RNA3081	gene1526
RNA3082	gene1527
RNA3084	gene1528
RNA3085	gene1529
RNA3086	gene1530
RNA3087	gene1531
RNA3089	gene1531
RNA3091	gene1533
RNA3092	gene1533
RNA3093	gene1533
RNA3094	gene1534
RNA3099	gene1535
RNA3100	gene1536
RNA3105	gene1537
RNA3106	gene1537
RNA3108	gene1539
RNA3109	gene1540
RNA3110	gene1540
RNA3111	gene1540
RNA3112	gene1540
RNA3113	gene1541
RNA3114	gene1542
RNA3115	gene1543
RNA3116	gene1544
RNA3117	gene1545
RNA3118	gene1546
RNA3119	gene1547
RNA3120	gene1548
RNA3121	gene1549
RNA3122	gene1549
RNA3123	gene1550
RNA3124	gene1551
RNA3125	gene1552
RNA3126	gene1553
RNA3127	gene1553
RNA3128	gene1554
RNA3129	gene1554
RNA3130	gene1554
RNA3133	gene1554
RNA3139	gene1556
RNA3141	gene1558
RNA3142	gene1559
RNA3144	gene1561
RNA3145	gene1561
RNA3146	gene1562
RNA3147	gene1562
RNA3148	gene1562
RNA3149	gene1562
RNA3155	gene1563
RNA3156	gene1564
RNA3161	gene1565
RNA3162	gene1566
RNA3163	gene1566
RNA3164	gene1567
RNA3165	gene1567
RNA3166	gene1568
RNA3169	gene1570
RNA3170	gene1571
RNA3171	gene1571
RNA3172	gene1572
RNA3173	gene1573
RNA3174	gene1574
RNA3175	gene1574
RNA3176	gene1574
RNA3177	gene1575
RNA3179	gene1576
RNA3180	gene1576
RNA3181	gene1576
RNA3182	gene1577
RNA3183	gene1578
RNA3184	gene1579
RNA3185	gene1579
RNA3187	gene1580
RNA3188	gene1581
RNA3191	gene1582
RNA3192	gene1583
RNA3194	gene1584
RNA3199	gene1585
RNA3200	gene1586
RNA3201	gene1587
RNA3202	gene1588
RNA3203	gene1589
RNA3204	gene1589
RNA3205	gene1590
RNA3206	gene1591
RNA3209	gene1592
RNA3210	gene1593
RNA3211	gene1594
RNA3213	gene1595
RNA3214	gene1596
RNA3215	gene1597
RNA3216	gene1598
RNA3217	gene1598
RNA3221	gene1601
RNA3220	gene1600
RNA3223	gene1602
RNA3224	gene1603
RNA3226	gene1605
RNA3227	gene1606
RNA3228	gene1607
RNA3231	gene1609
RNA3232	gene1610
RNA3233	gene1610
RNA3234	gene1611
RNA3235	gene1612
RNA3236	gene1613
RNA3237	gene1614
RNA3240	gene1614
RNA3241	gene1615
RNA3242	gene1615
RNA3243	gene1616
RNA3245	gene1616
RNA3248	gene1617
RNA3250	gene1618
RNA3251	gene1619
RNA3252	gene1620
RNA3253	gene1620
RNA3254	gene1621
RNA3255	gene1621
RNA3256	gene1621
RNA3259	gene1622
RNA3260	gene1623
RNA3261	gene1623
RNA3263	gene1624
RNA3264	gene1625
RNA3265	gene1626
RNA3266	gene1627
RNA3269	gene1628
RNA3270	gene1629
RNA3272	gene1629
RNA3273	gene1630
RNA3274	gene1631
RNA3275	gene1632
RNA3276	gene1632
RNA3278	gene1633
RNA3282	gene1634
RNA3283	gene1635
RNA3284	gene1635
RNA3285	gene1635
RNA3286	gene1636
RNA3287	gene1636
RNA3288	gene1637
RNA3291	gene1639
RNA3292	gene1640
RNA3294	gene1640
RNA3295	gene1641
RNA3297	gene1642
RNA3298	gene1642
RNA3301	gene1642
RNA3302	gene1643
RNA3304	gene1644
RNA3305	gene1644
RNA3306	gene1645
RNA3307	gene1646
RNA3308	gene1646
RNA3309	gene1646
RNA3311	gene1646
RNA3313	gene1647
RNA3314	gene1647
RNA3315	gene1647
RNA3316	gene1647
RNA3317	gene1647
RNA3318	gene1647
RNA3319	gene1647
RNA3320	gene1647
RNA3321	gene1647
RNA3322	gene1647
RNA3323	gene1647
RNA3324	gene1647
RNA3325	gene1647
RNA3326	gene1647
RNA3327	gene1648
RNA3330	gene1651
RNA3333	gene1654
RNA3334	gene1654
RNA3335	gene1655
RNA3336	gene1655
RNA3337	gene1656
RNA3338	gene1656
RNA3339	gene1656
RNA3340	gene1656
RNA3341	gene1656
RNA3342	gene1656
RNA3343	gene1656
RNA3344	gene1656
RNA3345	gene1656
RNA3346	gene1656
RNA3347	gene1656
RNA3348	gene1656
RNA3349	gene1656
RNA3350	gene1656
RNA3351	gene1656
RNA3352	gene1656
RNA3353	gene1656
RNA3354	gene1656
RNA3355	gene1656
RNA3356	gene1656
RNA3357	gene1656
RNA3358	gene1656
RNA3359	gene1656
RNA3360	gene1656
RNA3361	gene1657
RNA3362	gene1657
RNA3363	gene1657
RNA3364	gene1657
RNA3365	gene1658
RNA3366	gene1658
RNA3367	gene1659
RNA3368	gene1660
RNA3369	gene1661
RNA3370	gene1662
RNA3371	gene1662
RNA3372	gene1662
RNA3374	gene1662
RNA3379	gene1663
RNA3380	gene1664
RNA3382	gene1665
RNA3383	gene1666
RNA3384	gene1667
RNA3385	gene1668
RNA3386	gene1669
RNA3387	gene1670
RNA3388	gene1671
RNA3389	gene1672
RNA3390	gene1673
RNA3391	gene1674
RNA3392	gene1675
RNA3396	gene1676
RNA3397	gene1677
RNA3398	gene1678
RNA3400	gene1680
RNA3401	gene1680
RNA3404	gene1681
RNA3405	gene1682
RNA3406	gene1682
RNA3408	gene1683
RNA3410	gene1683
RNA3412	gene1684
RNA3413	gene1684
RNA3414	gene1684
RNA3415	gene1685
RNA3417	gene1686
RNA3418	gene1687
RNA3419	gene1688
RNA3420	gene1689
RNA3422	gene1690
RNA3425	gene1693
RNA3426	gene1693
RNA3427	gene1693
RNA3428	gene1693
RNA3429	gene1694
RNA3430	gene1695
RNA3431	gene1696
RNA3433	gene1698
RNA3434	gene1699
RNA3436	gene1700
RNA3438	gene1701
RNA3439	gene1702
RNA3440	gene1703
RNA3441	gene1704
RNA3442	gene1705
RNA3443	gene1705
RNA3444	gene1705
RNA3445	gene1706
RNA3446	gene1707
RNA3447	gene1708
RNA3448	gene1709
RNA3450	gene1711
RNA3451	gene1712
RNA3452	gene1713
RNA3453	gene1714
RNA3454	gene1715
RNA3456	gene1716
RNA3457	gene1717
RNA3458	gene1718
RNA3459	gene1718
RNA3460	gene1719
RNA3462	gene1719
RNA3464	gene1721
RNA3465	gene1721
RNA3466	gene1721
RNA3477	gene1732
RNA3478	gene1732
RNA3479	gene1732
RNA3481	gene1734
RNA3483	gene1736
RNA3484	gene1737
RNA3485	gene1738
RNA3486	gene1739
RNA3487	gene1740
RNA3491	gene1740
RNA3495	gene1741
RNA3496	gene1742
RNA3497	gene1743
RNA3498	gene1744
RNA3499	gene1745
RNA3501	gene1747
RNA3502	gene1747
RNA3503	gene1748
RNA3504	gene1749
RNA3512	gene1752
RNA3513	gene1753
RNA3514	gene1753
RNA3515	gene1753
RNA3516	gene1754
RNA3517	gene1755
RNA3518	gene1755
RNA3519	gene1756
RNA3522	gene1757
RNA3523	gene1757
RNA3524	gene1758
RNA3525	gene1758
RNA3526	gene1758
RNA3527	gene1758
RNA3530	gene1759
RNA3531	gene1759
RNA3532	gene1760
RNA3533	gene1761
RNA3534	gene1762
RNA3535	gene1763
RNA3536	gene1764
RNA3537	gene1765
RNA3538	gene1766
RNA3539	gene1767
RNA3540	gene1767
RNA3542	gene1769
RNA3543	gene1770
RNA3545	gene1770
RNA3547	gene1770
RNA3548	gene1770
RNA3549	gene1771
RNA3550	gene1771
RNA3551	gene1772
RNA3552	gene1773
RNA3553	gene1774
RNA3554	gene1775
RNA3555	gene1776
RNA3556	gene1776
RNA3557	gene1776
RNA3558	gene1776
RNA3559	gene1777
RNA3561	gene1779
RNA3562	gene1780
RNA3563	gene1780
RNA3564	gene1781
RNA3565	gene1782
RNA3566	gene1783
RNA3568	gene1784
RNA3569	gene1785
RNA3570	gene1786
RNA3571	gene1786
RNA3572	gene1786
RNA3573	gene1786
RNA3577	gene1789
RNA3578	gene1790
RNA3579	gene1790
RNA3581	gene1790
RNA3582	gene1790
RNA3583	gene1790
RNA3584	gene1790
RNA3585	gene1790
RNA3586	gene1790
RNA3587	gene1790
RNA3588	gene1790
RNA3589	gene1790
RNA3591	gene1791
RNA3592	gene1791
RNA3593	gene1792
RNA3594	gene1793
RNA3596	gene1793
RNA3598	gene1794
RNA3599	gene1795
RNA3600	gene1796
RNA3601	gene1797
RNA3602	gene1798
RNA3605	gene1800
RNA3606	gene1801
RNA3607	gene1802
RNA3608	gene1803
RNA3610	gene1804
RNA3611	gene1805
RNA3612	gene1806
RNA3613	gene1806
RNA3614	gene1807
RNA3615	gene1808
RNA3616	gene1809
RNA3617	gene1810
RNA3618	gene1810
RNA3619	gene1810
RNA3620	gene1811
RNA3621	gene1812
RNA3622	gene1813
RNA3623	gene1814
RNA3634	gene1815
RNA3639	gene1818
RNA3640	gene1819
RNA3641	gene1820
RNA3642	gene1821
RNA3643	gene1822
RNA3644	gene1823
RNA3645	gene1824
RNA3647	gene1825
RNA3648	gene1826
RNA3651	gene1827
RNA3655	gene1828
RNA3657	gene1829
RNA3658	gene1830
RNA3659	gene1830
RNA3660	gene1830
RNA3661	gene1830
RNA3662	gene1830
RNA3663	gene1831
RNA3664	gene1832
RNA3666	gene1833
RNA3667	gene1834
RNA3668	gene1835
RNA3669	gene1835
RNA3670	gene1835
RNA3671	gene1836
RNA3672	gene1836
RNA3674	gene1837
RNA3675	gene1838
RNA3676	gene1838
RNA3677	gene1838
RNA3678	gene1838
RNA3680	gene1839
RNA3685	gene1840
RNA3686	gene1841
RNA3687	gene1842
RNA3688	gene1843
RNA3690	gene1844
RNA3693	gene1845
RNA3695	gene1845
RNA3698	gene1847
RNA3700	gene1849
RNA3701	gene1850
RNA3703	gene1851
RNA3704	gene1852
RNA3706	gene1854
RNA3707	gene1854
RNA3708	gene1854
RNA3709	gene1855
RNA3710	gene1856
RNA3711	gene1857
RNA3712	gene1858
RNA3713	gene1858
RNA3715	gene1859
RNA3716	gene1860
RNA3717	gene1861
RNA3718	gene1861
RNA3719	gene1862
RNA3720	gene1863
RNA3721	gene1864
RNA3723	gene1864
RNA3725	gene1866
RNA3726	gene1867
RNA3727	gene1868
RNA3729	gene1870
RNA3728	gene1869
RNA3731	gene1871
RNA3732	gene1872
RNA3733	gene1873
RNA3734	gene1874
RNA3735	gene1875
RNA3736	gene1876
RNA3737	gene1877
RNA3739	gene1878
RNA3740	gene1879
RNA3741	gene1879
RNA3744	gene1879
RNA3745	gene1880
RNA3746	gene1881
RNA3747	gene1882
RNA3748	gene1882
RNA3749	gene1883
RNA3750	gene1884
RNA3754	gene1887
RNA3755	gene1887
RNA3756	gene1888
RNA3757	gene1889
RNA3758	gene1890
RNA3760	gene1890
RNA3761	gene1891
RNA3762	gene1892
RNA3763	gene1892
RNA3764	gene1893
RNA3765	gene1894
RNA3766	gene1895
RNA3768	gene1896
RNA3770	gene1897
RNA3771	gene1898
RNA3772	gene1899
RNA3773	gene1900
RNA3774	gene1901
RNA3775	gene1902
RNA3776	gene1902
